CREATEDATE	LOCALDATE (BEIJING)	SITE	RVR1M	RVR_1A	ST	RVR1X	RVR_10M	RVR_10A	ST.1	RVR_10X	RVR_TEND	MOR_1A	MOR_10M	MOR_10A	MOR_10X	VIS1K	VIS1A	VIS10A	BL1A	RVR DATA	MOR_RAW	VIS_RAW	LIGHTS	STATUS	RVR DATA.1	timestamp
2020-03-12 05:28:00	2020-03-12 13:28:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1260	10000	10000	13002	11928	11928	11928	100	0	VIS 11928.4 AL 00000000000000000000 BL 13002 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 033EA	328
2020-03-12 05:29:00	2020-03-12 13:29:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1238	10000	10000	13125	10689	10690	10690	100	0	VIS 10689.9 AL 00000000000000000000 BL 13125 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 08699	329
2020-03-12 05:30:00	2020-03-12 13:30:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1231	10000	10000	13210	10625	10626	10626	100	0	VIS 10625.5 AL 00000000000000000000 BL 13210 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0950E	330
2020-03-12 05:31:00	2020-03-12 13:31:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1228	10000	10000	13408	10810	10811	10811	100	0	VIS 10810.8 AL 00000000000000000000 BL 13408 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0364A	331
2020-03-12 05:32:00	2020-03-12 13:32:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1223	10000	10000	13426	10667	10668	10668	100	0	VIS 10667.7 AL 00000000000000000000 BL 13426 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0FF0C	332
2020-03-12 05:33:00	2020-03-12 13:33:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1231	10000	10000	13215	10777	10778	10778	100	0	VIS 10777.5 AL 00000000000000000000 BL 13215 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0936D	333
2020-03-12 05:34:00	2020-03-12 13:34:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1238	10000	10000	12874	10570	10571	10571	100	0	VIS 10570.6 AL 00000000000000000000 BL 12874 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0DAB2	334
2020-03-12 05:35:00	2020-03-12 13:35:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1246	10000	10000	12558	10289	10290	10290	100	0	VIS 10289.7 AL 00000000000000000000 BL 12558 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 05FA1	335
2020-03-12 05:36:00	2020-03-12 13:36:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1275	10000	10000	12449	11583	11583	11583	100	0	VIS 11583.2 AL 00000000000000000000 BL 12449 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 039DB	336
2020-03-12 05:37:00	2020-03-12 13:37:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1279	10000	10000	12567	12024	12024	12024	100	0	VIS 12024.3 AL 00000000000000000000 BL 12567 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0BCE1	337
2020-03-12 05:38:00	2020-03-12 13:38:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1272	10000	10000	12613	11827	11827	11827	100	0	VIS 11827.1 AL 00000000000000000000 BL 12613 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 00C7C	338
2020-03-12 05:39:00	2020-03-12 13:39:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1272	10000	10000	12530	11548	11549	11549	100	0	VIS 11548.8 AL 00000000000000000000 BL 12530 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0FA52	339
2020-03-12 05:40:00	2020-03-12 13:40:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1282	10000	10000	12385	11857	11858	11858	100	0	VIS 11857.7 AL 00000000000000000000 BL 12385 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0B679	340
2020-03-12 05:41:00	2020-03-12 13:41:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1282	10000	10000	12226	11712	11713	11713	100	0	VIS 11712.7 AL 00000000000000000000 BL 12226 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 03FB8	341
2020-03-12 05:42:00	2020-03-12 13:42:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1289	10000	10000	12292	11909	11910	11910	100	0	VIS 11909.5 AL 00000000000000000000 BL 12292 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0B6CE	342
2020-03-12 05:43:00	2020-03-12 13:43:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1279	10000	10000	12507	11816	11816	11816	100	0	VIS 11816.2 AL 00000000000000000000 BL 12507 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0972C	343
2020-03-12 05:44:00	2020-03-12 13:44:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1272	10000	10000	12686	11844	11844	11844	100	0	VIS 11844.0 AL 00000000000000000000 BL 12686 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 07B4B	344
2020-03-12 05:45:00	2020-03-12 13:45:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1264	10000	10000	12752	11584	11585	11585	100	0	VIS 11584.5 AL 00000000000000000000 BL 12752 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 02546	345
2020-03-12 05:46:00	2020-03-12 13:46:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1264	10000	10000	12942	11894	11895	11895	100	0	VIS 11894.6 AL 00000000000000000000 BL 12942 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 069C5	346
2020-03-12 05:47:00	2020-03-12 13:47:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1260	10000	10000	13310	12548	12549	12549	100	0	VIS 12548.7 AL 00000000000000000000 BL 13310 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0528B	347
2020-03-12 05:48:00	2020-03-12 13:48:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1238	10000	10000	13726	12109	12110	12110	100	0	VIS 12109.9 AL 00000000000000000000 BL 13726 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0930A	348
2020-03-12 05:49:00	2020-03-12 13:49:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1223	10000	10000	14116	12153	12154	12154	100	0	VIS 12153.9 AL 00000000000000000000 BL 14116 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 07B61	349
2020-03-12 05:50:00	2020-03-12 13:50:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1216	10000	10000	14380	12267	12268	12268	100	0	VIS 12267.9 AL 00000000000000000000 BL 14380 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 06670	350
2020-03-12 05:51:00	2020-03-12 13:51:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1205	10000	10000	14752	12023	12023	12023	100	0	VIS 12023.1 AL 00000000000000000000 BL 14752 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0C1E9	351
2020-03-12 05:52:00	2020-03-12 13:52:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1187	10000	10000	15291	11953	11953	11953	100	0	VIS 11953.3 AL 00000000000000000000 BL 15291 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0BBD3	352
2020-03-12 05:53:00	2020-03-12 13:53:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1179	10000	10000	15662	12540	12540	12540	100	0	VIS 12540.4 AL 00000000000000000000 BL 15662 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 00C8B	353
2020-03-12 05:54:00	2020-03-12 13:54:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1176	10000	10000	15799	12433	12434	12434	100	0	VIS 12433.7 AL 00000000000000000000 BL 15799 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 07496	354
2020-03-12 05:55:00	2020-03-12 13:55:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1164	10000	10000	15921	12198	12199	12199	100	0	VIS 12198.8 AL 00000000000000000000 BL 15921 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 02C07	355
2020-03-12 05:56:00	2020-03-12 13:56:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1164	10000	10000	16177	12374	12375	12375	100	0	VIS 12374.7 AL 00000000000000000000 BL 16177 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0D2B5	356
2020-03-12 05:57:00	2020-03-12 13:57:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1157	10000	10000	16475	12322	12323	12323	100	0	VIS 12322.6 AL 00000000000000000000 BL 16475 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 07126	357
2020-03-12 05:58:00	2020-03-12 13:58:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1146	10000	10000	16717	12082	12083	12083	100	0	VIS 12082.8 AL 00000000000000000000 BL 16717 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 055CD	358
2020-03-12 05:59:00	2020-03-12 13:59:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1149	10000	10000	16574	12385	12385	12385	100	0	VIS 12385.2 AL 00000000000000000000 BL 16574 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0CABF	359
2020-03-12 06:00:00	2020-03-12 14:00:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1176	10000	10000	15428	12414	12414	12414	100	0	VIS 12414.1 AL 00000000000000000000 BL 15428 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 00688	360
2020-03-12 06:01:00	2020-03-12 14:01:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1220	10000	10000	13678	12037	12037	12037	100	0	VIS 12037.2 AL 00000000000000000000 BL 13678 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 020E4	361
2020-03-12 06:02:00	2020-03-12 14:02:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1275	10000	10000	12049	11471	11472	11472	100	0	VIS 11471.6 AL 00000000000000000000 BL 12049 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 04CFE	362
2020-03-12 06:03:00	2020-03-12 14:03:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1318	10000	10000	11015	11212	11212	11212	100	0	VIS 11212.0 AL 00000000000000000000 BL 11015 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 08CDA	363
2020-03-12 06:04:00	2020-03-12 14:04:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1352	10000	10000	10438	11207	11207	11207	100	0	VIS 11207.2 AL 00000000000000000000 BL 10438 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 06DB0	364
2020-03-12 06:05:00	2020-03-12 14:05:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1360	10000	10000	10213	10924	10925	10925	100	0	VIS 10924.5 AL 00000000000000000000 BL 10213 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 031F1	365
2020-03-12 06:06:00	2020-03-12 14:06:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1370	10000	10000	9837	10694	10695	10695	100	0	VIS 10694.7 AL 00000000000000000000 BL 09837 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0F2E1	366
2020-03-12 06:07:00	2020-03-12 14:07:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1410	10000	10000	9194	10981	10981	10981	100	0	VIS 10981.3 AL 00000000000000000000 BL 09194 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 01429	367
2020-03-12 06:08:00	2020-03-12 14:08:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1454	10000	10000	8488	11131	11132	11132	100	0	VIS 11131.9 AL 00000000000000000000 BL 08488 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 024CF	368
2020-03-12 06:09:00	2020-03-12 14:09:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1491	10000	10000	8097	11346	11347	11347	100	0	VIS 11346.7 AL 00000000000000000000 BL 08097 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 04A4A	369
2020-03-12 06:10:00	2020-03-12 14:10:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1494	10000	10000	8034	11172	11173	11173	100	0	VIS 11172.6 AL 00000000000000000000 BL 08034 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 081A7	370
2020-03-12 06:11:00	2020-03-12 14:11:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1506	10000	10000	7917	11452	11453	11453	100	0	VIS 11452.9 AL 00000000000000000000 BL 07917 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 06782	371
2020-03-12 06:12:00	2020-03-12 14:12:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1545	10000	10000	7479	12029	12029	12029	100	0	VIS 12029.0 AL 00000000000000000000 BL 07479 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 09F00	372
2020-03-12 06:13:00	2020-03-12 14:13:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1586	10000	10000	6993	12006	12007	12007	100	0	VIS 12006.7 AL 00000000000000000000 BL 06993 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0A1E1	373
2020-03-12 06:14:00	2020-03-12 14:14:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1615	10000	10000	6766	12224	12224	12224	100	0	VIS 12224.3 AL 00000000000000000000 BL 06766 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 06429	374
2020-03-12 06:15:00	2020-03-12 14:15:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1615	10000	10000	6841	12171	12171	12171	100	0	VIS 12171.0 AL 00000000000000000000 BL 06841 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 09D01	375
2020-03-12 06:16:00	2020-03-12 14:16:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1594	10000	10000	7391	12384	12385	12385	100	0	VIS 12384.7 AL 00000000000000000000 BL 07391 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0B0E4	376
2020-03-12 06:17:00	2020-03-12 14:17:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1530	10000	10000	8187	12524	12524	12524	100	0	VIS 12524.1 AL 00000000000000000000 BL 08187 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 03C29	377
2020-03-12 06:18:00	2020-03-12 14:18:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1465	10000	10000	9104	12493	12494	12494	100	0	VIS 12493.6 AL 00000000000000000000 BL 09104 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 034B8	378
2020-03-12 06:19:00	2020-03-12 14:19:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1418	10000	10000	9633	12023	12023	12023	100	0	VIS 12023.3 AL 00000000000000000000 BL 09633 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 091B1	379
2020-03-12 06:20:00	2020-03-12 14:20:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1399	10000	10000	9726	11790	11791	11791	100	0	VIS 11790.7 AL 00000000000000000000 BL 09726 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 02869	380
2020-03-12 06:21:00	2020-03-12 14:21:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1413	10000	10000	9386	11784	11785	11785	100	0	VIS 11784.6 AL 00000000000000000000 BL 09386 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0A88A	381
2020-03-12 06:22:00	2020-03-12 14:22:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1457	10000	10000	8662	11829	11830	11830	100	0	VIS 11829.7 AL 00000000000000000000 BL 08662 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 011E5	382
2020-03-12 06:23:00	2020-03-12 14:23:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1509	10000	10000	8000	12149	12150	12150	100	0	VIS 12149.6 AL 00000000000000000000 BL 08000 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 03EAF	383
2020-03-12 06:24:00	2020-03-12 14:24:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1538	10000	10000	7828	12553	12553	12553	100	0	VIS 12553.3 AL 00000000000000000000 BL 07828 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0BA98	384
2020-03-12 06:25:00	2020-03-12 14:25:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1574	10000	10000	7893	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 07893 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 07CB5	385
2020-03-12 06:26:00	2020-03-12 14:26:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1574	10000	10000	7753	14797	14798	14798	100	0	VIS 14797.9 AL 00000000000000000000 BL 07753 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 07821	386
2020-03-12 06:27:00	2020-03-12 14:27:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1611	10000	10000	7318	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 07318 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0739A	387
2020-03-12 06:28:00	2020-03-12 14:28:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1656	10000	10000	6809	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 06809 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 017BF	388
2020-03-12 06:29:00	2020-03-12 14:29:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1700	10000	10000	6377	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 06377 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 08D0C	389
2020-03-12 06:30:00	2020-03-12 14:30:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1729	10000	10000	6144	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 06144 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0F68C	390
2020-03-12 06:31:00	2020-03-12 14:31:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1751	10000	10000	5909	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 05909 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 066BD	391
2020-03-12 06:32:00	2020-03-12 14:32:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1787	10000	10000	5579	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 05579 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 01C2E	392
2020-03-12 06:33:00	2020-03-12 14:33:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1821	10000	10000	5305	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 05305 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 058A2	393
2020-03-12 06:34:00	2020-03-12 14:34:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1865	10000	10000	4966	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 04966 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0982B	394
2020-03-12 06:35:00	2020-03-12 14:35:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1923	10000	10000	4561	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 04561 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0F894	395
2020-03-12 06:36:00	2020-03-12 14:36:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	1970	10000	10000	4272	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 04272 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 09752	396
2020-03-12 06:37:00	2020-03-12 14:37:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2033	10000	10000	3978	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03978 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0AFF0	397
2020-03-12 06:38:00	2020-03-12 14:38:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2048	10000	10000	3919	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03919 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 04553	398
2020-03-12 06:39:00	2020-03-12 14:39:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2058	10000	10000	3868	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03868 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 0F6EE	399
2020-03-12 06:40:00	2020-03-12 14:40:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2070	10000	10000	3804	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03804 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 04D06	400
2020-03-12 06:41:00	2020-03-12 14:41:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2080	10000	10000	3752	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03752 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 02C38	401
2020-03-12 06:42:00	2020-03-12 14:42:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2102	10000	10000	3635	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03635 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 06F0A	402
2020-03-12 06:43:00	2020-03-12 14:43:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2122	10000	10000	3559	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03559 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 04C16	403
2020-03-12 06:44:00	2020-03-12 14:44:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2122	10000	10000	3586	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03586 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 00697	404
2020-03-12 06:45:00	2020-03-12 14:45:00	R06	3000	3000	 	3000	3000	3000	 	3000	0	10000	10000	10000	10000	2102	10000	10000	3674	15000	15000	15000	100	2000000000000000000	VIS 15000.0 AL 02000000000000000000 BL 03674 AL 0 WMO // WMO15M // WMO60M // RN1M ////// RNSUM ////// SNSUM //// TMP ///// AL 028D2	405
